TAX_PAYER_ID,WT2024,WT2025,WT2026,WT2027,WT2028,WT2029,WT2030,WT2031,WT2032
6688565,1,1,1,1,1,1,1,1,1
6688575,1,1,1,1,1,1,1,1,1
6688583,1,1,1,1,1,1,1,1,1
6688585,1,1,1,1,1,1,1,1,1
6688629,1,1,1,1,1,1,1,1,1
6688694,1,1,1,1,1,1,1,1,1
6688708,1,1,1,1,1,1,1,1,1
6688728,1,1,1,1,1,1,1,1,1
6688851,1,1,1,1,1,1,1,1,1
6688852,1,1,1,1,1,1,1,1,1
6688858,1,1,1,1,1,1,1,1,1
6688922,1,1,1,1,1,1,1,1,1
6688930,1,1,1,1,1,1,1,1,1
6688962,1,1,1,1,1,1,1,1,1
6689013,1,1,1,1,1,1,1,1,1
6689018,1,1,1,1,1,1,1,1,1
6689036,1,1,1,1,1,1,1,1,1
6689043,1,1,1,1,1,1,1,1,1
6689054,1,1,1,1,1,1,1,1,1
6689055,1,1,1,1,1,1,1,1,1
6689105,1,1,1,1,1,1,1,1,1
6689138,1,1,1,1,1,1,1,1,1
6689151,1,1,1,1,1,1,1,1,1
6689199,1,1,1,1,1,1,1,1,1
6689207,1,1,1,1,1,1,1,1,1
6689221,1,1,1,1,1,1,1,1,1
6689246,1,1,1,1,1,1,1,1,1
6689259,1,1,1,1,1,1,1,1,1
6689270,1,1,1,1,1,1,1,1,1
6689293,1,1,1,1,1,1,1,1,1
6689299,1,1,1,1,1,1,1,1,1
6689308,1,1,1,1,1,1,1,1,1
6689319,1,1,1,1,1,1,1,1,1
6689336,1,1,1,1,1,1,1,1,1
6689351,1,1,1,1,1,1,1,1,1
6689354,1,1,1,1,1,1,1,1,1
6689377,1,1,1,1,1,1,1,1,1
6689382,1,1,1,1,1,1,1,1,1
6689400,1,1,1,1,1,1,1,1,1
6689404,1,1,1,1,1,1,1,1,1
6689407,1,1,1,1,1,1,1,1,1
6689421,1,1,1,1,1,1,1,1,1
6689423,1,1,1,1,1,1,1,1,1
6689431,1,1,1,1,1,1,1,1,1
6689451,1,1,1,1,1,1,1,1,1
6689468,1,1,1,1,1,1,1,1,1
6689490,1,1,1,1,1,1,1,1,1
6689497,1,1,1,1,1,1,1,1,1
6689501,1,1,1,1,1,1,1,1,1
6689515,1,1,1,1,1,1,1,1,1
6689519,1,1,1,1,1,1,1,1,1
6689540,1,1,1,1,1,1,1,1,1
6689555,1,1,1,1,1,1,1,1,1
6689559,1,1,1,1,1,1,1,1,1
6689564,1,1,1,1,1,1,1,1,1
6689569,1,1,1,1,1,1,1,1,1
6689588,1,1,1,1,1,1,1,1,1
6689609,1,1,1,1,1,1,1,1,1
6689611,1,1,1,1,1,1,1,1,1
6689613,1,1,1,1,1,1,1,1,1
6689614,1,1,1,1,1,1,1,1,1
6689615,1,1,1,1,1,1,1,1,1
6689626,1,1,1,1,1,1,1,1,1
6689633,1,1,1,1,1,1,1,1,1
6689647,1,1,1,1,1,1,1,1,1
6689672,1,1,1,1,1,1,1,1,1
6689678,1,1,1,1,1,1,1,1,1
6689695,1,1,1,1,1,1,1,1,1
6689700,1,1,1,1,1,1,1,1,1
6689717,1,1,1,1,1,1,1,1,1
6689733,1,1,1,1,1,1,1,1,1
6689740,1,1,1,1,1,1,1,1,1
6689749,1,1,1,1,1,1,1,1,1
6689751,1,1,1,1,1,1,1,1,1
6689759,1,1,1,1,1,1,1,1,1
6689772,1,1,1,1,1,1,1,1,1
6689783,1,1,1,1,1,1,1,1,1
6689819,1,1,1,1,1,1,1,1,1
6689820,1,1,1,1,1,1,1,1,1
6689825,1,1,1,1,1,1,1,1,1
6689835,1,1,1,1,1,1,1,1,1
6689855,1,1,1,1,1,1,1,1,1
6689869,1,1,1,1,1,1,1,1,1
6689899,1,1,1,1,1,1,1,1,1
6689944,1,1,1,1,1,1,1,1,1
6689950,1,1,1,1,1,1,1,1,1
6690003,1,1,1,1,1,1,1,1,1
6690013,1,1,1,1,1,1,1,1,1
6690027,1,1,1,1,1,1,1,1,1
6690041,1,1,1,1,1,1,1,1,1
6690057,1,1,1,1,1,1,1,1,1
6690111,1,1,1,1,1,1,1,1,1
6690134,1,1,1,1,1,1,1,1,1
6690189,1,1,1,1,1,1,1,1,1
6690214,1,1,1,1,1,1,1,1,1
6690222,1,1,1,1,1,1,1,1,1
6690231,1,1,1,1,1,1,1,1,1
6690238,1,1,1,1,1,1,1,1,1
6690251,1,1,1,1,1,1,1,1,1
6690291,1,1,1,1,1,1,1,1,1
6690297,1,1,1,1,1,1,1,1,1
6690306,1,1,1,1,1,1,1,1,1
6690332,1,1,1,1,1,1,1,1,1
6690345,1,1,1,1,1,1,1,1,1
6690404,1,1,1,1,1,1,1,1,1
6690426,1,1,1,1,1,1,1,1,1
6690461,1,1,1,1,1,1,1,1,1
6690464,1,1,1,1,1,1,1,1,1
6690470,1,1,1,1,1,1,1,1,1
6690482,1,1,1,1,1,1,1,1,1
6690484,1,1,1,1,1,1,1,1,1
6690514,1,1,1,1,1,1,1,1,1
6690562,1,1,1,1,1,1,1,1,1
6690592,1,1,1,1,1,1,1,1,1
6690657,1,1,1,1,1,1,1,1,1
6690668,1,1,1,1,1,1,1,1,1
6690681,1,1,1,1,1,1,1,1,1
6690683,1,1,1,1,1,1,1,1,1
6690684,1,1,1,1,1,1,1,1,1
6690700,1,1,1,1,1,1,1,1,1
6690712,1,1,1,1,1,1,1,1,1
6690760,1,1,1,1,1,1,1,1,1
6690761,1,1,1,1,1,1,1,1,1
6690774,1,1,1,1,1,1,1,1,1
6690835,1,1,1,1,1,1,1,1,1
6690848,1,1,1,1,1,1,1,1,1
6690851,1,1,1,1,1,1,1,1,1
6690869,1,1,1,1,1,1,1,1,1
6690893,1,1,1,1,1,1,1,1,1
6690896,1,1,1,1,1,1,1,1,1
6690899,1,1,1,1,1,1,1,1,1
6690921,1,1,1,1,1,1,1,1,1
6690957,1,1,1,1,1,1,1,1,1
6690960,1,1,1,1,1,1,1,1,1
6690984,1,1,1,1,1,1,1,1,1
6691055,1,1,1,1,1,1,1,1,1
6691056,1,1,1,1,1,1,1,1,1
6691115,1,1,1,1,1,1,1,1,1
6691119,1,1,1,1,1,1,1,1,1
6691134,1,1,1,1,1,1,1,1,1
6691136,1,1,1,1,1,1,1,1,1
6691139,1,1,1,1,1,1,1,1,1
6691181,1,1,1,1,1,1,1,1,1
6691191,1,1,1,1,1,1,1,1,1
6691203,1,1,1,1,1,1,1,1,1
6691209,1,1,1,1,1,1,1,1,1
6691243,1,1,1,1,1,1,1,1,1
6691255,1,1,1,1,1,1,1,1,1
6691259,1,1,1,1,1,1,1,1,1
6691280,1,1,1,1,1,1,1,1,1
6691299,1,1,1,1,1,1,1,1,1
6691333,1,1,1,1,1,1,1,1,1
6691346,1,1,1,1,1,1,1,1,1
6691355,1,1,1,1,1,1,1,1,1
6691364,1,1,1,1,1,1,1,1,1
6691400,1,1,1,1,1,1,1,1,1
6691403,1,1,1,1,1,1,1,1,1
6691404,1,1,1,1,1,1,1,1,1
6691417,1,1,1,1,1,1,1,1,1
6691418,1,1,1,1,1,1,1,1,1
6691419,1,1,1,1,1,1,1,1,1
6691429,1,1,1,1,1,1,1,1,1
6691431,1,1,1,1,1,1,1,1,1
6691432,1,1,1,1,1,1,1,1,1
6691439,1,1,1,1,1,1,1,1,1
6691475,1,1,1,1,1,1,1,1,1
6691478,1,1,1,1,1,1,1,1,1
6691487,1,1,1,1,1,1,1,1,1
6691498,1,1,1,1,1,1,1,1,1
6691531,1,1,1,1,1,1,1,1,1
6691563,1,1,1,1,1,1,1,1,1
6691573,1,1,1,1,1,1,1,1,1
6691578,1,1,1,1,1,1,1,1,1
6691585,1,1,1,1,1,1,1,1,1
6691621,1,1,1,1,1,1,1,1,1
6691634,1,1,1,1,1,1,1,1,1
6691642,1,1,1,1,1,1,1,1,1
6691647,1,1,1,1,1,1,1,1,1
6691681,1,1,1,1,1,1,1,1,1
6691682,1,1,1,1,1,1,1,1,1
6691723,1,1,1,1,1,1,1,1,1
6691728,1,1,1,1,1,1,1,1,1
6691765,1,1,1,1,1,1,1,1,1
6691799,1,1,1,1,1,1,1,1,1
6691803,1,1,1,1,1,1,1,1,1
6691829,1,1,1,1,1,1,1,1,1
6691843,1,1,1,1,1,1,1,1,1
6691878,1,1,1,1,1,1,1,1,1
6691895,1,1,1,1,1,1,1,1,1
6691897,1,1,1,1,1,1,1,1,1
6691954,1,1,1,1,1,1,1,1,1
6691966,1,1,1,1,1,1,1,1,1
6692019,1,1,1,1,1,1,1,1,1
6692030,1,1,1,1,1,1,1,1,1
6692031,1,1,1,1,1,1,1,1,1
6692046,1,1,1,1,1,1,1,1,1
6692067,1,1,1,1,1,1,1,1,1
6692092,1,1,1,1,1,1,1,1,1
6692101,1,1,1,1,1,1,1,1,1
6692103,1,1,1,1,1,1,1,1,1
6692104,1,1,1,1,1,1,1,1,1
6692181,1,1,1,1,1,1,1,1,1
6692247,1,1,1,1,1,1,1,1,1
6692297,1,1,1,1,1,1,1,1,1
6692311,1,1,1,1,1,1,1,1,1
6692315,1,1,1,1,1,1,1,1,1
6692338,1,1,1,1,1,1,1,1,1
6692339,1,1,1,1,1,1,1,1,1
6692349,1,1,1,1,1,1,1,1,1
6692352,1,1,1,1,1,1,1,1,1
6692355,1,1,1,1,1,1,1,1,1
6692369,1,1,1,1,1,1,1,1,1
6692371,1,1,1,1,1,1,1,1,1
6692373,1,1,1,1,1,1,1,1,1
6692389,1,1,1,1,1,1,1,1,1
6692394,1,1,1,1,1,1,1,1,1
6692404,1,1,1,1,1,1,1,1,1
6692408,1,1,1,1,1,1,1,1,1
6692431,1,1,1,1,1,1,1,1,1
6692442,1,1,1,1,1,1,1,1,1
6692465,1,1,1,1,1,1,1,1,1
6692470,1,1,1,1,1,1,1,1,1
6692507,1,1,1,1,1,1,1,1,1
6692509,1,1,1,1,1,1,1,1,1
6692522,1,1,1,1,1,1,1,1,1
6692540,1,1,1,1,1,1,1,1,1
6692544,1,1,1,1,1,1,1,1,1
6692555,1,1,1,1,1,1,1,1,1
6692566,1,1,1,1,1,1,1,1,1
6692602,1,1,1,1,1,1,1,1,1
6692609,1,1,1,1,1,1,1,1,1
6692613,1,1,1,1,1,1,1,1,1
6692621,1,1,1,1,1,1,1,1,1
6692625,1,1,1,1,1,1,1,1,1
6692658,1,1,1,1,1,1,1,1,1
6692668,1,1,1,1,1,1,1,1,1
6692711,1,1,1,1,1,1,1,1,1
6692719,1,1,1,1,1,1,1,1,1
6692724,1,1,1,1,1,1,1,1,1
6692725,1,1,1,1,1,1,1,1,1
6692726,1,1,1,1,1,1,1,1,1
6692729,1,1,1,1,1,1,1,1,1
6692734,1,1,1,1,1,1,1,1,1
6692761,1,1,1,1,1,1,1,1,1
6692764,1,1,1,1,1,1,1,1,1
6692767,1,1,1,1,1,1,1,1,1
6692773,1,1,1,1,1,1,1,1,1
6692805,1,1,1,1,1,1,1,1,1
6692820,1,1,1,1,1,1,1,1,1
6692821,1,1,1,1,1,1,1,1,1
6692849,1,1,1,1,1,1,1,1,1
6692869,1,1,1,1,1,1,1,1,1
6692886,1,1,1,1,1,1,1,1,1
6692888,1,1,1,1,1,1,1,1,1
6692905,1,1,1,1,1,1,1,1,1
6692908,1,1,1,1,1,1,1,1,1
6692916,1,1,1,1,1,1,1,1,1
6692920,1,1,1,1,1,1,1,1,1
6692954,1,1,1,1,1,1,1,1,1
6692967,1,1,1,1,1,1,1,1,1
6692981,1,1,1,1,1,1,1,1,1
6692990,1,1,1,1,1,1,1,1,1
6692992,1,1,1,1,1,1,1,1,1
6693002,1,1,1,1,1,1,1,1,1
6693008,1,1,1,1,1,1,1,1,1
6693044,1,1,1,1,1,1,1,1,1
6693073,1,1,1,1,1,1,1,1,1
6693085,1,1,1,1,1,1,1,1,1
6693086,1,1,1,1,1,1,1,1,1
6693096,1,1,1,1,1,1,1,1,1
6693102,1,1,1,1,1,1,1,1,1
6693116,1,1,1,1,1,1,1,1,1
6693137,1,1,1,1,1,1,1,1,1
6693155,1,1,1,1,1,1,1,1,1
6693167,1,1,1,1,1,1,1,1,1
6693227,1,1,1,1,1,1,1,1,1
6693237,1,1,1,1,1,1,1,1,1
6693244,1,1,1,1,1,1,1,1,1
6693265,1,1,1,1,1,1,1,1,1
6693266,1,1,1,1,1,1,1,1,1
6693302,1,1,1,1,1,1,1,1,1
6693305,1,1,1,1,1,1,1,1,1
6693316,1,1,1,1,1,1,1,1,1
6693356,1,1,1,1,1,1,1,1,1
6693405,1,1,1,1,1,1,1,1,1
6693406,1,1,1,1,1,1,1,1,1
6693467,1,1,1,1,1,1,1,1,1
6693510,1,1,1,1,1,1,1,1,1
6693540,1,1,1,1,1,1,1,1,1
6693551,1,1,1,1,1,1,1,1,1
6693578,1,1,1,1,1,1,1,1,1
6693580,1,1,1,1,1,1,1,1,1
6693632,1,1,1,1,1,1,1,1,1
6693638,1,1,1,1,1,1,1,1,1
6693652,1,1,1,1,1,1,1,1,1
6693702,1,1,1,1,1,1,1,1,1
6693714,1,1,1,1,1,1,1,1,1
6693723,1,1,1,1,1,1,1,1,1
6693740,1,1,1,1,1,1,1,1,1
6693745,1,1,1,1,1,1,1,1,1
6693756,1,1,1,1,1,1,1,1,1
6693792,1,1,1,1,1,1,1,1,1
6693834,1,1,1,1,1,1,1,1,1
6693858,1,1,1,1,1,1,1,1,1
6693878,1,1,1,1,1,1,1,1,1
6693888,1,1,1,1,1,1,1,1,1
6693897,1,1,1,1,1,1,1,1,1
6693950,1,1,1,1,1,1,1,1,1
6693963,1,1,1,1,1,1,1,1,1
6693968,1,1,1,1,1,1,1,1,1
6693992,1,1,1,1,1,1,1,1,1
6693998,1,1,1,1,1,1,1,1,1
6693999,1,1,1,1,1,1,1,1,1
6694005,1,1,1,1,1,1,1,1,1
6694021,1,1,1,1,1,1,1,1,1
6694054,1,1,1,1,1,1,1,1,1
6694080,1,1,1,1,1,1,1,1,1
6694108,1,1,1,1,1,1,1,1,1
6694110,1,1,1,1,1,1,1,1,1
6694140,1,1,1,1,1,1,1,1,1
6694147,1,1,1,1,1,1,1,1,1
6694150,1,1,1,1,1,1,1,1,1
6694170,1,1,1,1,1,1,1,1,1
6694234,1,1,1,1,1,1,1,1,1
6694237,1,1,1,1,1,1,1,1,1
6694270,1,1,1,1,1,1,1,1,1
6694272,1,1,1,1,1,1,1,1,1
6694279,1,1,1,1,1,1,1,1,1
6694320,1,1,1,1,1,1,1,1,1
6694321,1,1,1,1,1,1,1,1,1
6694367,1,1,1,1,1,1,1,1,1
6694385,1,1,1,1,1,1,1,1,1
6694417,1,1,1,1,1,1,1,1,1
6694419,1,1,1,1,1,1,1,1,1
6694426,1,1,1,1,1,1,1,1,1
6694476,1,1,1,1,1,1,1,1,1
6694485,1,1,1,1,1,1,1,1,1
6694495,1,1,1,1,1,1,1,1,1
6694532,1,1,1,1,1,1,1,1,1
6694536,1,1,1,1,1,1,1,1,1
6694545,1,1,1,1,1,1,1,1,1
6694557,1,1,1,1,1,1,1,1,1
6694572,1,1,1,1,1,1,1,1,1
6694580,1,1,1,1,1,1,1,1,1
6694584,1,1,1,1,1,1,1,1,1
6694642,1,1,1,1,1,1,1,1,1
6694654,1,1,1,1,1,1,1,1,1
6694679,1,1,1,1,1,1,1,1,1
6694705,1,1,1,1,1,1,1,1,1
6694709,1,1,1,1,1,1,1,1,1
6694745,1,1,1,1,1,1,1,1,1
6694772,1,1,1,1,1,1,1,1,1
6694778,1,1,1,1,1,1,1,1,1
6694789,1,1,1,1,1,1,1,1,1
6694794,1,1,1,1,1,1,1,1,1
6694804,1,1,1,1,1,1,1,1,1
6694818,1,1,1,1,1,1,1,1,1
6694838,1,1,1,1,1,1,1,1,1
6694847,1,1,1,1,1,1,1,1,1
6694861,1,1,1,1,1,1,1,1,1
6694896,1,1,1,1,1,1,1,1,1
6694898,1,1,1,1,1,1,1,1,1
6694909,1,1,1,1,1,1,1,1,1
6694973,1,1,1,1,1,1,1,1,1
6694981,1,1,1,1,1,1,1,1,1
6694987,1,1,1,1,1,1,1,1,1
6694990,1,1,1,1,1,1,1,1,1
6695008,1,1,1,1,1,1,1,1,1
6695009,1,1,1,1,1,1,1,1,1
6695017,1,1,1,1,1,1,1,1,1
6695018,1,1,1,1,1,1,1,1,1
6695031,1,1,1,1,1,1,1,1,1
6695034,1,1,1,1,1,1,1,1,1
6695041,1,1,1,1,1,1,1,1,1
6695075,1,1,1,1,1,1,1,1,1
6695096,1,1,1,1,1,1,1,1,1
6695103,1,1,1,1,1,1,1,1,1
6695133,1,1,1,1,1,1,1,1,1
6695153,1,1,1,1,1,1,1,1,1
6695160,1,1,1,1,1,1,1,1,1
6695174,1,1,1,1,1,1,1,1,1
6695184,1,1,1,1,1,1,1,1,1
6695228,1,1,1,1,1,1,1,1,1
6695236,1,1,1,1,1,1,1,1,1
6695257,1,1,1,1,1,1,1,1,1
6695265,1,1,1,1,1,1,1,1,1
6695279,1,1,1,1,1,1,1,1,1
6695286,1,1,1,1,1,1,1,1,1
6695312,1,1,1,1,1,1,1,1,1
6695325,1,1,1,1,1,1,1,1,1
6695346,1,1,1,1,1,1,1,1,1
6695354,1,1,1,1,1,1,1,1,1
6695356,1,1,1,1,1,1,1,1,1
6695377,1,1,1,1,1,1,1,1,1
6695380,1,1,1,1,1,1,1,1,1
6695416,1,1,1,1,1,1,1,1,1
6695420,1,1,1,1,1,1,1,1,1
6695436,1,1,1,1,1,1,1,1,1
6695459,1,1,1,1,1,1,1,1,1
6695464,1,1,1,1,1,1,1,1,1
6695471,1,1,1,1,1,1,1,1,1
6695492,1,1,1,1,1,1,1,1,1
6695499,1,1,1,1,1,1,1,1,1
6695513,1,1,1,1,1,1,1,1,1
6695539,1,1,1,1,1,1,1,1,1
6695549,1,1,1,1,1,1,1,1,1
6695551,1,1,1,1,1,1,1,1,1
6695607,1,1,1,1,1,1,1,1,1
6695645,1,1,1,1,1,1,1,1,1
6695655,1,1,1,1,1,1,1,1,1
6695678,1,1,1,1,1,1,1,1,1
6695688,1,1,1,1,1,1,1,1,1
6695706,1,1,1,1,1,1,1,1,1
6695710,1,1,1,1,1,1,1,1,1
6695714,1,1,1,1,1,1,1,1,1
6695740,1,1,1,1,1,1,1,1,1
6695747,1,1,1,1,1,1,1,1,1
6695772,1,1,1,1,1,1,1,1,1
6695778,1,1,1,1,1,1,1,1,1
6695813,1,1,1,1,1,1,1,1,1
6695823,1,1,1,1,1,1,1,1,1
6695832,1,1,1,1,1,1,1,1,1
6695865,1,1,1,1,1,1,1,1,1
6695878,1,1,1,1,1,1,1,1,1
6695894,1,1,1,1,1,1,1,1,1
6695907,1,1,1,1,1,1,1,1,1
6695919,1,1,1,1,1,1,1,1,1
6695930,1,1,1,1,1,1,1,1,1
6695966,1,1,1,1,1,1,1,1,1
6696015,1,1,1,1,1,1,1,1,1
6696038,1,1,1,1,1,1,1,1,1
6696052,1,1,1,1,1,1,1,1,1
6696098,1,1,1,1,1,1,1,1,1
6696119,1,1,1,1,1,1,1,1,1
6696155,1,1,1,1,1,1,1,1,1
6696168,1,1,1,1,1,1,1,1,1
6696170,1,1,1,1,1,1,1,1,1
6696178,1,1,1,1,1,1,1,1,1
6696191,1,1,1,1,1,1,1,1,1
6696201,1,1,1,1,1,1,1,1,1
6696205,1,1,1,1,1,1,1,1,1
6696216,1,1,1,1,1,1,1,1,1
6696220,1,1,1,1,1,1,1,1,1
6696282,1,1,1,1,1,1,1,1,1
6696286,1,1,1,1,1,1,1,1,1
6696309,1,1,1,1,1,1,1,1,1
6696321,1,1,1,1,1,1,1,1,1
6696334,1,1,1,1,1,1,1,1,1
6696383,1,1,1,1,1,1,1,1,1
6696392,1,1,1,1,1,1,1,1,1
6696411,1,1,1,1,1,1,1,1,1
6696414,1,1,1,1,1,1,1,1,1
6696424,1,1,1,1,1,1,1,1,1
6696443,1,1,1,1,1,1,1,1,1
6696466,1,1,1,1,1,1,1,1,1
6696492,1,1,1,1,1,1,1,1,1
6696505,1,1,1,1,1,1,1,1,1
6696533,1,1,1,1,1,1,1,1,1
6696545,1,1,1,1,1,1,1,1,1
6696553,1,1,1,1,1,1,1,1,1
6696566,1,1,1,1,1,1,1,1,1
6696588,1,1,1,1,1,1,1,1,1
6696601,1,1,1,1,1,1,1,1,1
6696620,1,1,1,1,1,1,1,1,1
6696624,1,1,1,1,1,1,1,1,1
6696699,1,1,1,1,1,1,1,1,1
6696724,1,1,1,1,1,1,1,1,1
6696735,1,1,1,1,1,1,1,1,1
6696748,1,1,1,1,1,1,1,1,1
6696753,1,1,1,1,1,1,1,1,1
6696761,1,1,1,1,1,1,1,1,1
6696794,1,1,1,1,1,1,1,1,1
6696817,1,1,1,1,1,1,1,1,1
6696851,1,1,1,1,1,1,1,1,1
6696893,1,1,1,1,1,1,1,1,1
6696894,1,1,1,1,1,1,1,1,1
6696901,1,1,1,1,1,1,1,1,1
6696944,1,1,1,1,1,1,1,1,1
6697031,1,1,1,1,1,1,1,1,1
6697053,1,1,1,1,1,1,1,1,1
6697054,1,1,1,1,1,1,1,1,1
6697092,1,1,1,1,1,1,1,1,1
6697102,1,1,1,1,1,1,1,1,1
6697105,1,1,1,1,1,1,1,1,1
6697146,1,1,1,1,1,1,1,1,1
6697151,1,1,1,1,1,1,1,1,1
6697164,1,1,1,1,1,1,1,1,1
6697190,1,1,1,1,1,1,1,1,1
6697199,1,1,1,1,1,1,1,1,1
6697218,1,1,1,1,1,1,1,1,1
6697219,1,1,1,1,1,1,1,1,1
6697236,1,1,1,1,1,1,1,1,1
6697260,1,1,1,1,1,1,1,1,1
6697307,1,1,1,1,1,1,1,1,1
6697331,1,1,1,1,1,1,1,1,1
6697348,1,1,1,1,1,1,1,1,1
6697352,1,1,1,1,1,1,1,1,1
6697373,1,1,1,1,1,1,1,1,1
6697378,1,1,1,1,1,1,1,1,1
6697397,1,1,1,1,1,1,1,1,1
6697401,1,1,1,1,1,1,1,1,1
6697416,1,1,1,1,1,1,1,1,1
6697504,1,1,1,1,1,1,1,1,1
6697512,1,1,1,1,1,1,1,1,1
6697517,1,1,1,1,1,1,1,1,1
6697539,1,1,1,1,1,1,1,1,1
6697541,1,1,1,1,1,1,1,1,1
6697589,1,1,1,1,1,1,1,1,1
6697598,1,1,1,1,1,1,1,1,1
6697621,1,1,1,1,1,1,1,1,1
6697630,1,1,1,1,1,1,1,1,1
6697658,1,1,1,1,1,1,1,1,1
6697697,1,1,1,1,1,1,1,1,1
6697698,1,1,1,1,1,1,1,1,1
6697716,1,1,1,1,1,1,1,1,1
6697746,1,1,1,1,1,1,1,1,1
6697759,1,1,1,1,1,1,1,1,1
6697794,1,1,1,1,1,1,1,1,1
6697840,1,1,1,1,1,1,1,1,1
6697848,1,1,1,1,1,1,1,1,1
6697853,1,1,1,1,1,1,1,1,1
6697890,1,1,1,1,1,1,1,1,1
6697895,1,1,1,1,1,1,1,1,1
6697896,1,1,1,1,1,1,1,1,1
6697902,1,1,1,1,1,1,1,1,1
6697912,1,1,1,1,1,1,1,1,1
6697935,1,1,1,1,1,1,1,1,1
6697962,1,1,1,1,1,1,1,1,1
6697990,1,1,1,1,1,1,1,1,1
6698015,1,1,1,1,1,1,1,1,1
6698028,1,1,1,1,1,1,1,1,1
6698029,1,1,1,1,1,1,1,1,1
6698041,1,1,1,1,1,1,1,1,1
6698056,1,1,1,1,1,1,1,1,1
6698064,1,1,1,1,1,1,1,1,1
6698125,1,1,1,1,1,1,1,1,1
6698131,1,1,1,1,1,1,1,1,1
6698141,1,1,1,1,1,1,1,1,1
6698151,1,1,1,1,1,1,1,1,1
6698174,1,1,1,1,1,1,1,1,1
6698187,1,1,1,1,1,1,1,1,1
6698232,1,1,1,1,1,1,1,1,1
6698253,1,1,1,1,1,1,1,1,1
6698269,1,1,1,1,1,1,1,1,1
6698271,1,1,1,1,1,1,1,1,1
6698284,1,1,1,1,1,1,1,1,1
6698291,1,1,1,1,1,1,1,1,1
6698297,1,1,1,1,1,1,1,1,1
6698316,1,1,1,1,1,1,1,1,1
6698331,1,1,1,1,1,1,1,1,1
6698332,1,1,1,1,1,1,1,1,1
6698357,1,1,1,1,1,1,1,1,1
6698386,1,1,1,1,1,1,1,1,1
6698404,1,1,1,1,1,1,1,1,1
6698411,1,1,1,1,1,1,1,1,1
6698427,1,1,1,1,1,1,1,1,1
6698437,1,1,1,1,1,1,1,1,1
6698446,1,1,1,1,1,1,1,1,1
6698560,1,1,1,1,1,1,1,1,1
6698591,1,1,1,1,1,1,1,1,1
6698594,1,1,1,1,1,1,1,1,1
6698630,1,1,1,1,1,1,1,1,1
6698643,1,1,1,1,1,1,1,1,1
6698663,1,1,1,1,1,1,1,1,1
6698693,1,1,1,1,1,1,1,1,1
6698745,1,1,1,1,1,1,1,1,1
6698754,1,1,1,1,1,1,1,1,1
6698770,1,1,1,1,1,1,1,1,1
6698784,1,1,1,1,1,1,1,1,1
6698792,1,1,1,1,1,1,1,1,1
6698845,1,1,1,1,1,1,1,1,1
6698894,1,1,1,1,1,1,1,1,1
6698898,1,1,1,1,1,1,1,1,1
6698922,1,1,1,1,1,1,1,1,1
6698926,1,1,1,1,1,1,1,1,1
6698927,1,1,1,1,1,1,1,1,1
6698932,1,1,1,1,1,1,1,1,1
6698951,1,1,1,1,1,1,1,1,1
6698989,1,1,1,1,1,1,1,1,1
6698992,1,1,1,1,1,1,1,1,1
6699012,1,1,1,1,1,1,1,1,1
6699030,1,1,1,1,1,1,1,1,1
6699033,1,1,1,1,1,1,1,1,1
6699045,1,1,1,1,1,1,1,1,1
6699058,1,1,1,1,1,1,1,1,1
6699074,1,1,1,1,1,1,1,1,1
6699084,1,1,1,1,1,1,1,1,1
6699136,1,1,1,1,1,1,1,1,1
6699142,1,1,1,1,1,1,1,1,1
6699149,1,1,1,1,1,1,1,1,1
6699155,1,1,1,1,1,1,1,1,1
6699160,1,1,1,1,1,1,1,1,1
6699171,1,1,1,1,1,1,1,1,1
6699185,1,1,1,1,1,1,1,1,1
6699187,1,1,1,1,1,1,1,1,1
6699188,1,1,1,1,1,1,1,1,1
6699200,1,1,1,1,1,1,1,1,1
6699215,1,1,1,1,1,1,1,1,1
6699228,1,1,1,1,1,1,1,1,1
6699238,1,1,1,1,1,1,1,1,1
6699244,1,1,1,1,1,1,1,1,1
6699245,1,1,1,1,1,1,1,1,1
6699263,1,1,1,1,1,1,1,1,1
6699279,1,1,1,1,1,1,1,1,1
6699293,1,1,1,1,1,1,1,1,1
6699305,1,1,1,1,1,1,1,1,1
6699315,1,1,1,1,1,1,1,1,1
6699328,1,1,1,1,1,1,1,1,1
6699330,1,1,1,1,1,1,1,1,1
6699343,1,1,1,1,1,1,1,1,1
6699383,1,1,1,1,1,1,1,1,1
6699385,1,1,1,1,1,1,1,1,1
6699401,1,1,1,1,1,1,1,1,1
6699430,1,1,1,1,1,1,1,1,1
6699441,1,1,1,1,1,1,1,1,1
6699455,1,1,1,1,1,1,1,1,1
6699460,1,1,1,1,1,1,1,1,1
6699523,1,1,1,1,1,1,1,1,1
6699525,1,1,1,1,1,1,1,1,1
6699573,1,1,1,1,1,1,1,1,1
6699575,1,1,1,1,1,1,1,1,1
6699624,1,1,1,1,1,1,1,1,1
6699666,1,1,1,1,1,1,1,1,1
6699671,1,1,1,1,1,1,1,1,1
6699725,1,1,1,1,1,1,1,1,1
6699734,1,1,1,1,1,1,1,1,1
6699764,1,1,1,1,1,1,1,1,1
6699773,1,1,1,1,1,1,1,1,1
6699802,1,1,1,1,1,1,1,1,1
6699806,1,1,1,1,1,1,1,1,1
6699818,1,1,1,1,1,1,1,1,1
6699852,1,1,1,1,1,1,1,1,1
6699861,1,1,1,1,1,1,1,1,1
